taxon,we.ep,we.eBH,wi.ep,wi.eBH,rab.all,rab.win.NAT,rab.win.Tumor,diff.btw,diff.win,effect,overlap,p_min,significant,direction
Actinomyces,0.5150605082645363,1,0.5573056859022741,0.7704281081964638,1.884042824717266,1.8260633155668309,1.9510244019406962,0.06245029367642552,4.840312058548214,0.014161685412278815,0.4817036593291919,0.7704281081964638,FALSE,ns
Arthrobacter,0.45859313410278296,1,0.600174878399483,0.7766863145107894,-1.008672015477245,-1.0562646245003249,-0.9551656355566891,0.09270532301923051,2.3863694665506276,0.019038375551271653,0.4717056589628055,0.7766863145107894,FALSE,ns
Unknown genus41,0.8297341649767485,1,0.6351024470871676,0.7844930370030122,-2.4248405503789288,-2.478793201937539,-2.3754910422649873,0.08563272883066997,2.2482503032225196,0.01755738063436587,0.47810437919727145,0.7844930370030122,FALSE,ns
Bifidobacterium,0.2793939242067276,0.997829195570738,0.6470035300749071,0.7907380558964912,-2.693151041518626,-2.732670655269735,-2.6536604575587592,0.052876806257459386,1.9265426854108263,0.013126934653607522,0.48430313942447933,0.7907380558964912,FALSE,ns
Escherichia/Shigella,0.31267160415024847,1,0.6017817760130096,0.8144850453804459,1.6930174632766883,1.6376101207313623,1.7576538637834052,0.053262037485521496,7.3389434367981625,0.009199986176332232,0.48920000003601655,0.8144850453804459,FALSE,ns
Methylibium,0.8052574273574606,1,0.7124407467171064,0.8287768059681643,-6.864416458965258,-6.893907991795758,-6.83593273936396,0.020029086956767195,5.022990888897046,0.0031395192122726998,0.4972000000093337,0.8287768059681643,FALSE,ns
Capnocytophaga,0.3761815956681197,1,0.7050453034216786,0.829002548283801,-2.8023364275399,-2.8388225654977104,-2.763513719992372,0.04703659927311499,2.306388089763809,0.009088997036849355,0.48600000004670313,0.829002548283801,FALSE,ns
Hydrogenophaga,0.5762101026386772,1,0.7374589153273767,0.8556329363659565,-2.74362750498571,-2.7792592303514665,-2.7045256553934527,0.05132217563317987,1.989541085467196,0.012561394429582356,0.48540000004870815,0.8556329363659565,FALSE,ns
Propionibacterium,0.5928905156551981,1,0.7201329381246396,0.8689920615713318,-1.5406854624946122,-1.5910381738887232,-1.4942071355111022,0.05879028490037186,8.844653301181937,0.009080893850548912,0.4856000000480402,0.8689920615713318,FALSE,ns
Leptotrichia,0.5962811838983517,1,0.7440060368898237,0.8772141314452493,-1.4398164126075246,-1.4871392090938675,-1.3875923331491178,0.0587530906099083,5.490930960616836,0.008458251475385687,0.4859028194831221,0.8772141314452493,FALSE,ns
